lead_id,contact_name,company_name,industry,company_size,lead_source,job_title,country,region,status,created_date
L42118,Dr. Anette Gierschner,Pioneergate Ventures,Logistics,373.0,Trade Show,Procurement Lead,Germany,Europe,New,2024-04-18
L42119,Giorgiana Ene,Skyshift Systems,Logistics,72.0,Webinar,CEO,Romania,Europe,Lost,2024-04-18
L42120,Mees Barents,Northstarcove Innovations,Education,35.0,Webinar,IT Manager,Netherlands,Europe,Lost,2024-04-18
L42121,Magnus-Eirik Christensen,SkyShift Networks,FinServ,379.0,Trade Show,Marketing Manager,Norway,Europe,Converted,2024-04-18
L42122,Paul Tormay,SkyCove Global,Education,31.0,Referral,CEO,Ireland,Europe,Contacted,2024-04-18
L42123,Քրիստինե Գզիրյան,VertexLogic Systems,Manufacturing,263.0,Referral,Procurement Lead,Armenia,EMEA,Lost,2024-04-18
L42124,Hồng Đặng,SkyLink Group,FinServ,157.0,Referral,VP Sales,Vietnam,APAC,Converted,2024-04-18
L42125,Eliáš Havranka,PrimePath Systems,SaaS,58.0,Trade Show,IT Manager,Slovakia,Europe,Lost,2024-04-18
L42126,이하은,DeltaIfy Enterprises,FinServ,18.0,Trade Show,VP Sales,South Korea,APAC,New,2024-04-18
L42127,橋本 あすか,Northstarcore Ventures,Healthcare,399.0,Webinar,VP Sales,Japan,APAC,Contacted,2024-04-18
L42128,السيد دهمان المهنا,NexCore Solutions,Healthcare,164.0,Website,VP Sales,Saudi Arabia,EMEA,Converted,2024-04-18
L42129,이민수,Silverforge Innovations,Logistics,100.0,Webinar,CEO,South Korea,APAC,Lost,2024-04-19
L42130,Shohjahonov Abdurahmon,SummitPath Technologies,FinServ,30.0,Trade Show,Operations Director,Uzbekistan,APAC,Lost,2024-04-19
L42131,Christina Ramsey,Silvercore Industries,SaaS,84.0,LinkedIn,Procurement Lead,Egypt,EMEA,Lost,2024-04-19
L42132,Aliyeva Jasmina,Primelogic Networks,Healthcare,28.0,Website,CEO,Uzbekistan,APAC,Lost,2024-04-19
L42133,Patryk Tórz,Primewave Networks,Healthcare,49.0,Website,Operations Director,Poland,Europe,Lost,2024-04-19
L42134,"Skujiņa, Genovefa",Zenithlink Global,Logistics,142.0,Trade Show,Marketing Manager,Latvia,Europe,Converted,2024-04-19
L42135,Emilie Léonard Maréchal,CobaltBeam Group,Logistics,83.0,Webinar,VP Sales,Belgium,Europe,Lost,2024-04-19
L42136,"Drs. Rendy Budiman, S.Pd",Vantagelink Industries,Manufacturing,113.0,Referral,VP Sales,Indonesia,APAC,Lost,2024-04-19
L42137,pan Ernest Krzysztoszek,Zenithpath Industries,Education,22.0,Cold Call,Marketing Manager,Poland,Europe,New,2024-04-19
L42138,Öğr. İrfan Aynilhayat Ergül,Deltagrid Technologies,Logistics,43.0,Webinar,Operations Director,Turkey,EMEA,Lost,2024-04-19
L42139,Univ.Prof. Ida Johansen,Orbitwave Networks,FinServ,187.0,LinkedIn,CEO,Denmark,Europe,Lost,2024-04-19
L42140,伍东,Skywave Global,Healthcare,12.0,Trade Show,Procurement Lead,China,APAC,Lost,2024-04-19
L42141,Jacob Williams,SkyCove Group,FinServ,18.0,Referral,Marketing Manager,United States,North America,Contacted,2024-04-19
L42142,Terence Asamoa,SummitPath Enterprises,Healthcare,62.0,Trade Show,CEO,Ghana,EMEA,Lost,2024-04-19
L42143,Allen Bailey,Quantumgrid Innovations,FinServ,48.0,LinkedIn,Operations Director,Jordan,EMEA,Converted,2024-04-19
L42144,Kristiāna Līce,DeltaLogic Innovations,Manufacturing,226.0,Cold Call,Procurement Lead,Latvia,Europe,New,2024-04-19
L42145,Aaron Smith,BluePath Ventures,SaaS,5.0,Webinar,CEO,Philippines,APAC,Lost,2024-04-19
L42146,আবু আলম,Novasphere Industries,Manufacturing,81.0,Trade Show,VP Sales,Bangladesh,APAC,Converted,2024-04-19
L42147,მთვარისა მათიაშვილი,Vantagelink Partners,Healthcare,466.0,Referral,VP Sales,Georgia,EMEA,Converted,2024-04-19
L42148,Bartolomej Starosta DSc.,Crestforge Enterprises,Healthcare,133.0,Website,VP Sales,Slovakia,Europe,Lost,2024-04-19
L42149,احسان ایروانی,CobaltCove Global,FinServ,14.0,Cold Call,Procurement Lead,Iran,EMEA,Lost,2024-04-19
L42150,Hugo van Verdun,Vantagebeam Innovations,SaaS,1657.0,Referral,Procurement Lead,Netherlands,Europe,New,2024-04-20
L42151,Christina Reyes,Vertexcove Ventures,Manufacturing,54.0,Cold Call,VP Sales,Jordan,EMEA,Lost,2024-04-20
L42152,Liam Hayward,OrbitIfy Industries,FinServ,399.0,Referral,VP Sales,United Kingdom,Europe,Lost,2024-04-20
L42153,Miloslava Veselá,QuantumPath Enterprises,Logistics,12.0,Cold Call,Operations Director,Czech Republic,Europe,Lost,2024-04-20
L42154,راما المفتي,Primelogic Solutions,Education,75.0,LinkedIn,VP Sales,United Arab Emirates,EMEA,Unqualified,2024-04-20
L42155,Andrea Crespo,Bluepath Industries,SaaS,191.0,Trade Show,Marketing Manager,Venezuela,LATAM,Lost,2024-04-20
L42156,Edgar Juan Ortiz,PrimePath Partners,Logistics,157.0,Website,VP Sales,Colombia,LATAM,Lost,2024-04-20
L42157,坂本 健一,Northstarlink Technologies,Education,97.0,Cold Call,Marketing Manager,Japan,APAC,New,2024-04-20
L42158,Madina Dunyoeva,Novagrid Labs,Retail,163.0,Cold Call,Procurement Lead,Uzbekistan,APAC,New,2024-04-20
L42159,Λέων Φραγκόπουλος,Deltagate Labs,Logistics,43.0,Cold Call,Procurement Lead,Greece,Europe,Unqualified,2024-04-20
L42160,Christine Kline,Novaforge Technologies,Retail,915.0,Cold Call,Operations Director,Jordan,EMEA,Lost,2024-04-20
L42161,Frank Braun,Zenithcove Systems,Manufacturing,417.0,LinkedIn,CEO,Malaysia,APAC,Lost,2024-04-21
L42162,Prof. Sussie Hermansen,Novacove Global,Education,33.0,Cold Call,Marketing Manager,Denmark,Europe,Converted,2024-04-21
L42163,Давид Чалий,Zenithtrail Networks,Manufacturing,135.0,Webinar,Marketing Manager,Ukraine,Europe,Converted,2024-04-21
L42164,Александра Анатольевна Пономарева,Quantumgate Technologies,FinServ,110.0,LinkedIn,IT Manager,Kazakhstan,APAC,Unqualified,2024-04-21
L42165,Mathias da Mata,CrestLogic Enterprises,FinServ,475.0,Trade Show,Operations Director,Brazil,LATAM,Lost,2024-04-21
L42166,Daniel Cain,Bluetrail Group,Retail,237.0,Webinar,CEO,Singapore,APAC,Contacted,2024-04-21
L42167,Зоя Романовна Новикова,BrightCove Enterprises,Healthcare,51.0,Trade Show,CEO,Russia,Europe,Unqualified,2024-04-21
L42168,Bhavika Wadhwa,LumenGrid Labs,Manufacturing,332.0,Cold Call,Operations Director,India,APAC,Lost,2024-04-21
L42169,جناب آقای دکتر محمدامين لاچینی,Nexlogic Global,Healthcare,80.0,Referral,VP Sales,Iran,EMEA,Lost,2024-04-21
L42170,Dominik Havlíček,Nexcove Partners,Retail,206.0,Trade Show,IT Manager,Czech Republic,Europe,Lost,2024-04-22
L42171,Sessa Negrete,ZenithTrail Enterprises,Logistics,132.0,Webinar,Operations Director,Mexico,LATAM,Converted,2024-04-22
L42172,Cyprián Kunda,VantageCove Solutions,Retail,,Cold Call,Procurement Lead,Slovakia,Europe,New,2024-04-22
L42173,কাজল বাগচী,Lumenify Labs,Retail,143.0,Website,Operations Director,Bangladesh,APAC,Lost,2024-04-22
L42174,Georgia Daakoaa,Skycove Innovations,Education,10.0,Webinar,Procurement Lead,Ghana,EMEA,Contacted,2024-04-22
L42175,Matthew Small,NexCove Industries,Manufacturing,45.0,Cold Call,Operations Director,Albania,Europe,Lost,2024-04-22
L42176,Henrik Pedersen,CobaltBeam Systems,Education,40.0,LinkedIn,Operations Director,Norway,Europe,Lost,2024-04-22
L42177,Luiza Cristea,Silverwave Group,Retail,18.0,Cold Call,CEO,Romania,Europe,Lost,2024-04-22
L42178,الدكتورة مريم عنز بن وائل,Nexbeam Partners,Education,33.0,LinkedIn,Procurement Lead,United Arab Emirates,EMEA,Lost,2024-04-22
L42179,Тарасов Степан Фомич,OrbitCore Dynamics,FinServ,90.0,Referral,Marketing Manager,Russia,Europe,Converted,2024-04-22
L42180,Manuel Alvarez,Nexforge Group,Manufacturing,491.0,LinkedIn,Procurement Lead,Argentina,LATAM,Lost,2024-04-22
L42181,Alain Jacquet,Deltapath Partners,Retail,28.0,Cold Call,CEO,Belgium,Europe,Lost,2024-04-22
L42182,Tarmo Maasik,PrimeGate Group,Education,23.0,Website,Operations Director,Estonia,Europe,Lost,2024-04-22
L42183,Stanislava Janečková,LumenSphere Innovations,Logistics,43.0,LinkedIn,IT Manager,Czech Republic,Europe,Contacted,2024-04-22
L42184,เทพนารี เธียรายัน,LumenGrid Partners,Logistics,134.0,Website,CEO,Thailand,APAC,Converted,2024-04-22
L42185,Dr. Durodola Owolabi,Bluebeam Ventures,Education,390.0,Webinar,Operations Director,Nigeria,EMEA,Lost,2024-04-22
L42186,Emily Faulkner,Deltalink Group,FinServ,81.0,Website,Procurement Lead,Malaysia,APAC,Lost,2024-04-22
L42187,Ms. Christina Horton MD,Northstartrail Group,Education,251.0,Webinar,CEO,Australia,APAC,Converted,2024-04-23
L42188,אורי זהבי,Crestshift Labs,Education,58.0,Website,Operations Director,Israel,EMEA,Contacted,2024-04-23
L42189,بلند آل محمد بن علي بن جماز,Vantagebeam Industries,Manufacturing,181 emp,Referral,Procurement Lead,Saudi Arabia,EMEA,Unqualified,2024-04-23
L42190,วิพุธ บุญญาไลย์,Zenithbeam Labs,Logistics,100.0,Trade Show,Operations Director,Thailand,APAC,Lost,2024-04-23
L42191,Mr. Mark Weaver,NovaLink Networks,Retail,60.0,Cold Call,Procurement Lead,Malta,Europe,New,2024-04-23
L42192,Esmee Blokland,Orbitlink Enterprises,Healthcare,401.0,LinkedIn,Procurement Lead,Netherlands,Europe,Lost,2024-04-23
L42193,Eli-Else Knudsen,QuantumLink Ventures,Retail,30.0,Website,Operations Director,Norway,Europe,Converted,2024-04-23
L42194,Ruhiyyə Qədirzadə,Lumenlogic Technologies,Logistics,130.0,Cold Call,IT Manager,Azerbaijan,EMEA,New,2024-04-23
L42195,Marek Władyka,Vantagelink Ventures,Retail,12.0,LinkedIn,Procurement Lead,Poland,Europe,Lost,2024-04-23
L42196,Hạnh Vũ,PrimeWave Innovations,FinServ,138.0,Referral,Marketing Manager,Vietnam,APAC,Converted,2024-04-23
L42197,Patricia Lee,BrightLink Networks,Education,40.0,Trade Show,Marketing Manager,Egypt,EMEA,Lost,2024-04-23
L42198,杨林,CrestPath Global,Education,56.0,Cold Call,IT Manager,China,APAC,New,2024-04-23
L42199,غازي الكواهلة,Crestcove Partners,Manufacturing,63.0,Website,VP Sales,United Arab Emirates,EMEA,Lost,2024-04-23
L42200,Kaitlyn Robles,Apexlogic Dynamics,Manufacturing,6.0,Trade Show,Operations Director,Philippines,APAC,Lost,2024-04-23
L42201,Emily Wilson,Primegrid Networks,Logistics,12.0,LinkedIn,Marketing Manager,Malaysia,APAC,New,2024-04-23
L42202,Carol Jackson,BrightShift Solutions,Healthcare,243.0,Referral,IT Manager,Malta,Europe,Lost,2024-04-23
L42203,Bonu Nilufarova,Silvercore Group,Education,102.0,Referral,Operations Director,Uzbekistan,APAC,New,2024-04-23
L42204,Patricio Eduardo González Figueroa,Nexbeam Innovations,FinServ,518.0,Website,VP Sales,Chile,LATAM,Lost,2024-04-23
L42205,Janneth María Nieto,Novabeam Networks,SaaS,245.0,Website,IT Manager,Colombia,LATAM,New,2024-04-24
L42206,김수민,NovaTrail Networks,Healthcare,44.0,Cold Call,Procurement Lead,South Korea,APAC,New,2024-04-24
L42207,Claude Gillet-Guillou,BlueLogic Partners,Education,290.0,Website,Marketing Manager,France,Europe,Lost,2024-04-24
L42208,Александрова Нинель Афанасьевна,VertexGate Systems,Retail,134.0,Website,Operations Director,Kazakhstan,APAC,Converted,2024-04-24
L42209,Gelsomina Pucci-Tencalla,DeltaGate Enterprises,Education,57.0,Cold Call,Procurement Lead,Italy,Europe,Lost,2024-04-24
L42210,Michaël Cuvelier,NovaShift Labs,SaaS,24.0,Website,Operations Director,Belgium,Europe,Lost,2024-04-24
L42211,الأستاذة آلاء مزينة,Pioneerbeam Dynamics,FinServ,67 emp,LinkedIn,Marketing Manager,United Arab Emirates,EMEA,Lost,2024-04-24
L42212,Carl Hermansen,Skywave Enterprises,Healthcare,61.0,Trade Show,Operations Director,Denmark,Europe,Contacted,2024-04-24
L42213,Anna Liz Pastor,Primeloop Systems,Education,255.0,Website,Marketing Manager,Brazil,LATAM,New,2024-04-24
L42214,Matija Kalan,QuantumIfy Innovations,SaaS,68.0,Cold Call,Procurement Lead,Slovenia,Europe,New,2024-04-24
L42215,ნიკა როსტიაშვილი,Brightsphere Labs,FinServ,8.0,LinkedIn,Operations Director,Georgia,EMEA,Lost,2024-04-24
L42216,Frau Yasmin Fiebig MBA.,PrimePath Systems,Healthcare,195.0,Webinar,Procurement Lead,Germany,Europe,Lost,2024-04-24
L42217,Ernest Voinea,VertexCove Systems,FinServ,424.0,LinkedIn,Marketing Manager,Romania,Europe,Converted,2024-04-24
L42218,Justinas Gronskis,QuantumIfy Partners,FinServ,12.0,LinkedIn,Operations Director,Lithuania,Europe,Lost,2024-04-24
L42219,Adikara Yuliarti,NexLogic Innovations,FinServ,784.0,LinkedIn,CEO,Indonesia,APAC,New,2024-04-24
L42220,Giles Burke,Nexify Dynamics,Healthcare,481.0,Trade Show,Procurement Lead,Ireland,Europe,Lost,2024-04-24
L42221,Filomena Andrade,OrbitBeam Enterprises,FinServ,42 emp,Webinar,IT Manager,Venezuela,LATAM,Lost,2024-04-24
L42222,Волкова Раиса Львовна,Cobaltgrid Group,Retail,23.0,Cold Call,Procurement Lead,Russia,Europe,Lost,2024-04-24
L42223,Joy Sampson,Northstartrail Group,Manufacturing,318.0,Trade Show,Operations Director,Australia,APAC,Lost,2024-04-24
L42224,Odalis Bernad Pulido,Deltatrail Partners,Logistics,17.0,Referral,IT Manager,Venezuela,LATAM,Contacted,2024-04-24
L42225,अभिषेक थापा,Bluelink Dynamics,Healthcare,40.0,Webinar,IT Manager,Nepal,APAC,Unqualified,2024-04-24
L42226,Jenny Sjöström,BrightBeam Labs,Logistics,18.0,Trade Show,VP Sales,Sweden,Europe,New,2024-04-25
L42227,دانيال چنگیزی,Lumenshift Industries,SaaS,378.0,Referral,VP Sales,Iran,EMEA,Unqualified,2024-04-25
L42228,جود الخازن,Brightloop Solutions,Logistics,90.0,Webinar,Operations Director,Palestine,EMEA,Lost,2024-04-25
L42229,"Rozīte, Guntis",Skylogic Systems,Retail,495.0,LinkedIn,Marketing Manager,Latvia,Europe,Lost,2024-04-25
L42230,Dr. Papp Marianna Irén,SummitLoop Innovations,Retail,494.0,Cold Call,IT Manager,Hungary,Europe,Lost,2024-04-25
L42231,Yauvani Kibe,Pioneerwave Labs,Manufacturing,87.0,Trade Show,Procurement Lead,India,APAC,Converted,2024-04-25
L42232,Larry Graves,Northstargate Innovations,FinServ,148.0,Cold Call,IT Manager,Canada,North America,Contacted,2024-04-25
L42233,Charles Smith,PioneerGate Group,Retail,38.0,LinkedIn,Operations Director,Jordan,EMEA,New,2024-04-25
L42234,ქეთო კიკვაძე,Lumenlogic Technologies,Education,12.0,Cold Call,Operations Director,Georgia,EMEA,Lost,2024-04-25
L42235,กุลเชษฐ นามเสวตร,VantageCove Industries,Retail,121.0,Webinar,CEO,Thailand,APAC,Converted,2024-04-25
L42236,Вадим Вовк,ZenithTrail Partners,FinServ,15.0,Referral,Operations Director,Ukraine,Europe,Lost,2024-04-25
L42237,Jabulani Ngcemu-Gabhezi,QuantumForge Solutions,Logistics,1109.0,Website,IT Manager,South Africa,EMEA,Lost,2024-04-25
L42238,Emiliana de Sosa,Novaloop Enterprises,Logistics,352.0,Website,Operations Director,Venezuela,LATAM,Converted,2024-04-25
L42239,Amália Ďorková,Bluegate Networks,Education,75.0,Website,IT Manager,Slovakia,Europe,Lost,2024-04-25
L42240,Pasi Saarinen,SummitBeam Technologies,Manufacturing,2210.0,Cold Call,Operations Director,Finland,Europe,Contacted,2024-04-25
L42241,Donato Salazar Espinosa,Apexify Systems,Manufacturing,42.0,Cold Call,Operations Director,Venezuela,LATAM,Unqualified,2024-04-25
L42242,Maksim Kulikov,VertexBeam Networks,Healthcare,56.0,LinkedIn,Operations Director,Estonia,Europe,New,2024-04-25
L42243,Будимир Жоресович Антонов,Lumenwave Partners,Retail,55.0,Referral,Operations Director,Russia,Europe,Lost,2024-04-25
L42244,Alexander Allik,Cobaltsphere Global,Manufacturing,83.0,Cold Call,CEO,Estonia,Europe,Lost,2024-04-25
L42245,Birgitt Zorbach B.A.,CobaltTrail Group,Education,62.0,Referral,Operations Director,Germany,Europe,Unqualified,2024-04-25
L42246,Oviya Palla,Skycove Dynamics,Education,155.0,Referral,VP Sales,India,APAC,Lost,2024-04-25
L42247,Univ.Prof. Sabine Nilsson,Cobaltsphere Dynamics,SaaS,27.0,Webinar,Operations Director,Denmark,Europe,New,2024-04-25
L42248,Drahomíra Konečná,VertexCore Group,Education,104.0,Referral,Procurement Lead,Czech Republic,Europe,New,2024-04-26
L42249,Varga Nikolett Anikó,Skybeam Networks,SaaS,81.0,Website,VP Sales,Hungary,Europe,Converted,2024-04-26
L42250,Jeffery Brown,SkyWave Technologies,SaaS,113.0,Webinar,Marketing Manager,Singapore,APAC,New,2024-04-26
L42251,John Ward,Zenithshift Global,FinServ,58.0,Webinar,Procurement Lead,Egypt,EMEA,Lost,2024-04-26
L42252,Аполинария Скринска,Nexcove Technologies,Healthcare,,Webinar,Procurement Lead,Bulgaria,Europe,Lost,2024-04-26
L42253,Filip Miloslavić,ApexGrid Dynamics,SaaS,21.0,Trade Show,Procurement Lead,Croatia,Europe,Lost,2024-04-26
L42254,Candelario Sabater Burgos,Pioneergate Partners,Logistics,156.0,Referral,VP Sales,Spain,Europe,Converted,2024-04-26
L42255,Urfan Allahverdi,Skyify Innovations,SaaS,46.0,Referral,IT Manager,Azerbaijan,EMEA,Converted,2024-04-26
L42256,Kristian Johnsen,Nexcore Systems,Logistics,176.0,Referral,IT Manager,Norway,Europe,Converted,2024-04-26
L42257,Bjørg Antonsen,PioneerBeam Networks,Manufacturing,91.0,Trade Show,IT Manager,Norway,Europe,Lost,2024-04-26
L42258,Sylvia Ahortor,PrimeCore Group,FinServ,70.0,Webinar,Marketing Manager,Ghana,EMEA,New,2024-04-26
L42259,Teresa Harris,Deltaforge Global,FinServ,,Trade Show,CEO,United States,North America,Lost,2024-04-26
L42260,Eve Soon,Zenithcove Industries,FinServ,40.0,Cold Call,Marketing Manager,Estonia,Europe,Lost,2024-04-26
L42261,महेश सिं‌खडा,Nexsphere Labs,Manufacturing,145.0,Trade Show,VP Sales,Nepal,APAC,Converted,2024-04-26
L42262,Marthe-Luce Weiss,OrbitCove Systems,Education,54.0,Webinar,Procurement Lead,France,Europe,Lost,2024-04-26
L42263,Laylova Mehrimoh,ApexGrid Partners,Manufacturing,1888.0,Webinar,Operations Director,Uzbekistan,APAC,Lost,2024-04-26
L42264,Christopher Turner,Bluecore Networks,Healthcare,23.0,Website,Procurement Lead,Philippines,APAC,Lost,2024-04-26
L42265,Tùng Thị Dương,Summitbeam Dynamics,Manufacturing,58.0,Trade Show,Marketing Manager,Vietnam,APAC,New,2024-04-26
L42266,Pərvin Münəvvər,Apexforge Ventures,FinServ,61.0,Webinar,Procurement Lead,Azerbaijan,EMEA,Lost,2024-04-26
L42267,कर्साङ उपाध्याय,Apexwave Group,SaaS,17.0,Referral,CEO,Nepal,APAC,Lost,2024-04-26
L42268,Doç. Işin Ayyaruk Demirel Güçlü,Vertexsphere Ventures,Education,215.0,Website,VP Sales,Turkey,EMEA,New,2024-04-27
L42269,Ing. Violetta Prinz,Apexpath Innovations,Education,13.0,Cold Call,IT Manager,Austria,Europe,Contacted,2024-04-27
L42270,"Bagya Lazuardi, S.I.Kom",Primegate Dynamics,FinServ,78.0,Referral,IT Manager,Indonesia,APAC,Converted,2024-04-27
L42271,"dr. Faizah Oktaviani, S.Ked",Silverlogic Systems,Manufacturing,237.0,Website,CEO,Indonesia,APAC,Lost,2024-04-27
L42272,Ibidapo Olukotun,Cobaltforge Dynamics,Retail,76.0,Referral,Marketing Manager,Nigeria,EMEA,New,2024-04-27
L42273,Teodora Teresa Saavedra Feliu,NovaGate Labs,Retail,80.0,Webinar,Marketing Manager,Venezuela,LATAM,Lost,2024-04-27
L42274,Dylan Perez,VertexCore Solutions,Retail,18.0,Website,Marketing Manager,Canada,North America,Lost,2024-04-27
L42275,Omar José Correa,Nexsphere Solutions,Logistics,7.0,Website,VP Sales,Colombia,LATAM,Lost,2024-04-27
L42276,Szilágyi Balázsné,Silverpath Networks,Retail,135.0,Website,Procurement Lead,Hungary,Europe,Lost,2024-04-28
L42277,Mészáros Lászlóné,Orbitify Technologies,FinServ,770.0,Referral,Procurement Lead,Hungary,Europe,Contacted,2024-04-28
L42278,Atamoğlan Əmirli,Brighttrail Systems,Logistics,41.0,LinkedIn,Procurement Lead,Azerbaijan,EMEA,New,2024-04-28
L42279,Linda Orellana,OrbitGrid Networks,FinServ,120.0,Trade Show,Operations Director,Mexico,LATAM,Lost,2024-04-28
L42280,Adalbert Schlosser,Silvertrail Partners,Logistics,50.0,LinkedIn,Marketing Manager,Germany,Europe,Lost,2024-04-28
L42281,مرتقي الحجار,Northstarify Systems,Education,185.0,LinkedIn,CEO,Saudi Arabia,EMEA,Converted,2024-04-28
L42282,João Miguel Pires,BrightPath Enterprises,FinServ,88.0,Website,Operations Director,Brazil,LATAM,Lost,2024-04-28
L42283,Dr. S. Pintér Mária,Crestforge Ventures,Manufacturing,121.0,Website,Operations Director,Hungary,Europe,Lost,2024-04-28
L42284,Adèle Hernandez,CobaltLink Enterprises,Logistics,421.0,Referral,Operations Director,France,Europe,Converted,2024-04-29
L42285,कुशल अधिकारी,Primelink Global,Education,255.0,Website,Operations Director,Nepal,APAC,New,2024-04-29
L42286,李淑貞,Cobaltshift Enterprises,Healthcare,183.0,LinkedIn,Procurement Lead,Taiwan,APAC,Lost,2024-04-29
L42287,Asger Holm,Crestwave Systems,Manufacturing,109.0,Cold Call,Operations Director,Denmark,Europe,Lost,2024-04-29
L42288,Мария Вениаминовна Родионова,NexCove Networks,Healthcare,192.0,Website,Marketing Manager,Kazakhstan,APAC,Lost,2024-04-29
L42289,Victória Domingues,VertexSphere Global,Education,1549.0,Website,Operations Director,Portugal,Europe,Contacted,2024-04-29
L42290,Jimmy Lauridsen,Nextrail Partners,Logistics,,Cold Call,CEO,Denmark,Europe,Lost,2024-04-29
L42291,Çev. Henife Sarya Durdu,LumenPath Dynamics,Retail,108.0,Cold Call,IT Manager,Turkey,EMEA,Lost,2024-04-29
L42292,林子恩,SilverIfy Group,SaaS,173.0,Trade Show,Operations Director,Taiwan,APAC,New,2024-04-29
L42293,श्रीमान किरण शंकर,SummitForge Partners,Manufacturing,221.0,Trade Show,IT Manager,Nepal,APAC,Lost,2024-04-29
L42294,Rozalija Filipović,Pioneerlink Ventures,Retail,18.0,Cold Call,Operations Director,Croatia,Europe,Lost,2024-04-29
L42295,السيد وسام الخماش,Northstartrail Solutions,Retail,111.0,Website,Operations Director,Palestine,EMEA,Lost,2024-04-29
L42296,Σταυρούλα Ελευθερίου,Apexlogic Systems,Manufacturing,300.0,Referral,Operations Director,Greece,Europe,Converted,2024-04-29
L42297,Diana Nguyen,Summitbeam Networks,Logistics,731.0,Webinar,Operations Director,Singapore,APAC,New,2024-04-29
L42298,Martha Nelly Arenas,Lumengate Global,Retail,92.0,Referral,VP Sales,Mexico,LATAM,Converted,2024-04-29
L42299,Börje Hansson,ApexLink Ventures,SaaS,52.0,Trade Show,Procurement Lead,Sweden,Europe,Converted,2024-04-29
L42300,Alexander Cook,SilverTrail Technologies,Education,109.0,LinkedIn,CEO,New Zealand,APAC,Lost,2024-04-30
L42301,Marie-Claire MacNamee,Crestgrid Innovations,Education,192.0,Referral,CEO,Ireland,Europe,Converted,2024-04-30
L42302,Kyle Ntiamoa,PioneerShift Enterprises,Manufacturing,76.0,LinkedIn,Marketing Manager,Ghana,EMEA,New,2024-04-30
L42303,Joshua Smith,Silverwave Systems,Healthcare,84.0,Website,IT Manager,United States,North America,New,2024-04-30
L42304,Evelyn Gamble,NovaWave Labs,SaaS,156.0,Trade Show,Operations Director,United States,North America,Lost,2024-04-30
L42305,Jacqueline Dominguez,DeltaCore Solutions,Retail,48.0,LinkedIn,IT Manager,Malaysia,APAC,New,2024-04-30
L42306,Laura Li,CrestPath Solutions,Education,117.0,Trade Show,Marketing Manager,Australia,APAC,Lost,2024-04-30
L42307,Paul Mitchell,Bluecore Networks,FinServ,99.0,Website,CEO,Jordan,EMEA,Lost,2024-04-30
L42308,George Scott,Apexpath Dynamics,Logistics,287.0,LinkedIn,Marketing Manager,New Zealand,APAC,Converted,2024-04-30
L42309,Michael Taylor,ZenithLink Group,Retail,43.0,Cold Call,IT Manager,Singapore,APAC,Contacted,2024-04-30
L42310,Iida Korhonen,Quantumify Enterprises,Healthcare,8.0,Referral,VP Sales,Finland,Europe,New,2024-04-30
L42311,"Melinda Anggriawan, S.E.",Brightpath Industries,Healthcare,62.0,Webinar,Marketing Manager,Indonesia,APAC,Lost,2024-04-30
L42312,อุษณีย์ แท่นทอง,SkyLink Networks,Healthcare,145.0,Webinar,VP Sales,Thailand,APAC,Converted,2024-04-30
L42313,Audrey Wang,BlueCore Group,Manufacturing,286.0,Cold Call,Marketing Manager,Jordan,EMEA,Lost,2024-04-30
L42314,Tadej Mlakar,SilverPath Systems,SaaS,39.0,Cold Call,CEO,Slovenia,Europe,Converted,2024-04-30
L42315,Youssef Janssens,Summitlogic Solutions,Logistics,172.0,Referral,VP Sales,Belgium,Europe,Converted,2024-04-30
L42316,Úrsula Peñalver Colom,BrightSphere Innovations,Education,351.0,LinkedIn,Operations Director,Spain,Europe,Converted,2024-04-30
L42317,Róbert Mach,Vantageify Technologies,Manufacturing,221.0,Cold Call,Operations Director,Slovakia,Europe,Lost,2024-04-30
L42318,Doris Enith Cano,NovaCove Enterprises,FinServ,34.0,Referral,Marketing Manager,Colombia,LATAM,Converted,2024-04-30
L42319,Huguette Bourgeois,Brightpath Dynamics,SaaS,39.0,LinkedIn,Procurement Lead,Belgium,Europe,Lost,2024-04-30
L42320,佐藤 充,Cobaltgrid Dynamics,Education,151.0,Cold Call,VP Sales,Japan,APAC,Contacted,2024-04-30
L42321,"Ir. Jagapati Mangunsong, S.T.",Lumenwave Dynamics,SaaS,632.0,Website,Marketing Manager,Indonesia,APAC,New,2024-04-30
L42322,Selena Monroe,BlueCore Innovations,Education,91.0,Cold Call,Procurement Lead,Australia,APAC,New,2024-05-01
L42323,Taja kuhar,Primegate Industries,Education,25.0,Website,Procurement Lead,Slovenia,Europe,Lost,2024-05-01
L42324,Eileen Eichenberger,Summitbeam Networks,Education,79.0,Cold Call,VP Sales,Switzerland,Europe,Lost,2024-05-01
L42325,Miss Dumisile Mbeje,Northstarbeam Labs,Retail,26.0,Cold Call,Operations Director,South Africa,EMEA,Lost,2024-05-01
L42326,Sig. Fredo Canetta,Skyloop Labs,Logistics,39.0,Trade Show,Marketing Manager,Italy,Europe,New,2024-05-01
L42327,นารดา ถนอมกุลบุตร,Primeforge Enterprises,Healthcare,22.0,Trade Show,IT Manager,Thailand,APAC,Contacted,2024-05-01
L42328,Thiago Benjamin Castillo Gimenez,DeltaWave Networks,Logistics,91.0,Website,IT Manager,Argentina,LATAM,Lost,2024-05-01
