opportunity_id,lead_id,deal_value,stage,owner,open_date,expected_close_date,actual_close_date
O33611,L32749,48358,Closed-Lost,Jessica Brown,2022-08-20,2022-11-17,2022-11-27
O33612,L32750,42067,Closed-Lost,Kelly Mosley,2022-08-10,2022-10-29,2022-10-31
O33613,L32752,92381,Closed-Lost,Ashley Brown,2022-08-15,2022-09-16,2022-10-08
O33614,L32753,4958,Closed-Lost,Sharon Williams,2022-08-14,2022-09-24,2022-10-04
O33615,L32754,39070,Closed-Won,Nancy Hampton,2022-08-10,2022-09-30,2022-09-22
O33616,L32755,46318,Closed-Lost,Glenn Davis,2022-08-16,2022-09-11,2022-09-10
O33617,L32756,5378,Closed-Lost,Heather Rogers,2022-08-26,2022-10-09,2022-10-17
O33618,L32757,8060,Closed-Lost,Derek Smith,2022-08-15,2022-10-25,2022-11-23
O33619,L32758,6582,Closed-Lost,Patricia Johnson,2022-08-21,2022-11-15,2022-12-08
O33620,L32759,4919,Closed-Lost,James Foley,2022-08-14,2022-10-12,2022-10-28
O33621,L32760,3066,Closed-Lost,Caleb Stuart DDS,2022-08-28,2022-11-01,2022-11-01
O33622,L32761,48582,Closed-Lost,Brandi Mills,2022-08-27,2022-10-23,2022-10-23
O33623,L32764,2640,Closed-Lost,Stacy Young,2022-08-15,2022-10-16,2022-10-11
O33624,L32765,228153,Closed-Lost,Gabriel Wright,2022-08-21,2022-10-22,2022-10-29
O33625,L32766,30085,Closed-Lost,Charles Mcgrath,2022-08-21,2022-10-20,2022-10-16
O33626,L32769,46849,Closed-Lost,Michael Andersen,2022-08-22,2022-10-24,2022-11-06
O33627,L32770,8436,Closed-Won,Carl White,2022-08-27,2022-10-15,2022-10-10
O33628,L32771,2878,Closed-Lost,Alisha Massey DVM,2022-08-24,2022-09-19,2022-09-19
O33629,L32772,40166,Closed-Won,Justin Freeman,2022-08-29,2022-10-27,2022-11-13
O33630,L32774,1162,Closed-Lost,Matthew Cole,2022-08-14,2022-10-19,2022-11-13
O33631,L32776,3406,Closed-Lost,Marc Allen,2022-08-11,2022-11-09,2022-11-17
O33632,L32778,15955,Closed-Lost,Kristin Mitchell,2022-08-17,2022-09-23,2022-10-22
O33633,L32779,212785,Closed-Lost,Noah Hebert,2022-08-29,2022-11-14,2022-11-17
O33634,L32781,86751,Closed-Lost,Mason Flores,2022-08-30,2022-11-13,2022-11-19
O33635,L32783,49961,Closed-Lost,Donna Jacobs,2022-08-13,2022-09-26,2022-10-15
O33636,L32784,8300,Closed-Lost,Aaron Rhodes,2022-08-17,2022-09-07,2022-09-28
O33637,L32786,8775,Closed-Lost,Derek Donaldson,2022-08-28,2022-11-20,2022-12-13
O33638,L32788,82299,Closed-Lost,Vanessa Burke,2022-08-21,2022-09-14,2022-10-08
O33639,L32789,25977,Closed-Lost,Angela Austin,2022-08-19,2022-09-16,2022-09-28
O33640,L32790,2327,Closed-Lost,Laura Myers,2022-08-21,2022-10-11,2022-10-18
O33641,L32791,30048,Closed-Lost,Elizabeth Martinez,2022-08-29,2022-11-17,2022-11-26
O33642,L32792,581,Closed-Lost,Daniel Miller,2022-08-17,2022-10-01,2022-10-21
O33643,L32793,11348,Closed-Lost,Steven Brown,2022-08-30,2022-10-14,2022-10-31
O33644,L32795,442109,Closed-Lost,Michelle Archer,2022-08-14,2022-09-29,2022-10-04
O33645,L32797,15108,Closed-Lost,John Gibson,2022-08-21,2022-11-09,2022-11-25
O33646,L32798,12412,Closed-Won,Shelby Dennis,2022-08-12,2022-09-14,2022-09-22
O33647,L32803,27503,Closed-Lost,Michael Brown,2022-08-27,2022-10-27,2022-10-31
O33648,L32804,4978,Closed-Lost,Jessica Jackson,2022-08-24,2022-10-23,2022-10-25
O33649,L32806,7362,Closed-Lost,Adrian Dillon,2022-08-20,2022-09-16,2022-09-21
O33650,L32807,4771,Closed-Won,Christie Nicholson,2022-08-16,2022-10-04,2022-09-30
O33651,L32808,15855,Closed-Lost,Jeremy Miranda,2022-08-19,2022-10-17,2022-10-23
O33652,L32818,33707,Closed-Lost,Christopher Castro,2022-08-22,2022-10-14,2022-10-24
O33653,L32819,22142,Closed-Lost,Zachary Marshall PhD,2022-08-16,2022-10-12,2022-10-21
O33654,L32820,2373,Closed-Lost,Shelley Mckenzie,2022-08-30,2022-11-07,2022-11-17
O33655,L32821,6315,Closed-Lost,Carol Gregory,2022-08-30,2022-09-24,2022-09-25
O33656,L32822,6373,Closed-Won,Teresa Baker,2022-08-18,2022-10-22,2022-10-24
O33657,L32823,1135,Closed-Lost,Jillian Stokes,2022-08-20,2022-10-31,2022-10-29
O33658,L32824,98893,Closed-Lost,Rebecca Cardenas,2022-09-02,2022-11-17,2022-12-07
O33659,L32828,4722,Closed-Lost,Kristi Pruitt,2022-08-28,2022-10-26,2022-11-13
O33660,L32829,33465,Closed-Lost,Rebecca Davis,2022-08-30,2022-09-29,2022-10-01
O33661,L32830,11014,Closed-Lost,Alan Cole,2022-08-28,2022-09-22,2022-10-19
O33662,L32832,2561,Closed-Lost,Tiffany Garrett,2022-08-19,2022-10-13,2022-11-01
O33663,L32833,36145,Closed-Lost,Julia Mccullough,2022-08-26,2022-09-20,2022-09-16
O33664,L32835,14362,Closed-Won,Ronald Palmer,2022-09-02,2022-11-25,2022-12-09
O33665,L32836,118386,Closed-Lost,Diana Velasquez,2022-08-31,2022-09-21,2022-09-18
O33666,L32837,73002,Closed-Won,Amanda Patterson,2022-08-28,2022-11-19,2022-11-16
O33667,L32838,70841,Closed-Lost,Carol Wright,2022-08-29,2022-10-16,2022-11-12
O33668,L32839,3876,Closed-Lost,Robert Richards,2022-08-18,2022-09-13,2022-10-02
O33669,L32840,65280,Closed-Lost,Morgan Mitchell,2022-08-31,2022-10-04,2022-10-29
O33670,L32841,6957,Closed-Lost,Connor Bell,2022-08-18,2022-10-01,2022-10-04
O33671,L32842,2999,Closed-Lost,Amanda Ramirez,2022-08-29,2022-10-30,2022-10-26
O33672,L32849,9887,Closed-Lost,Edward Burns,2022-08-31,2022-10-28,2022-11-22
O33673,L32850,42630,Closed-Lost,Kevin Martin,2022-08-23,2022-11-03,2022-11-04
O33674,L32856,4730,Closed-Lost,Joseph Sanchez II,2022-08-28,2022-10-18,2022-10-19
O33675,L32857,27175,Closed-Won,Emma Harrison,2022-08-28,2022-09-20,2022-10-08
O33676,L32859,25364,Closed-Lost,Donna Simpson,2022-08-28,2022-09-26,2022-10-15
O33677,L32861,70008,Closed-Lost,Ryan Morris,2022-08-29,2022-09-20,2022-09-23
O33678,L32862,16131,Closed-Lost,Zachary Clay,2022-09-02,2022-10-28,2022-10-28
O33679,L32863,21777,Closed-Lost,Alvin Pittman,2022-08-31,2022-10-11,2022-10-31
O33680,L32864,23253,Closed-Lost,Kenneth Lee MD,2022-09-05,2022-10-30,2022-11-15
O33681,L32865,4893,Closed-Lost,Gregory Moody Jr.,2022-09-06,2022-12-01,2022-12-06
O33682,L32866,20018,Closed-Lost,Sheri Reilly,2022-09-03,2022-11-13,2022-12-06
O33683,L32867,35703,Closed-Won,Angelica Hester,2022-08-23,2022-11-13,2022-11-25
O33684,L32869,13600,Closed-Lost,Thomas Wilson,2022-08-25,2022-10-30,2022-10-31
O33685,L32870,5807,Closed-Won,Paul Cervantes DDS,2022-08-26,2022-11-10,2022-11-23
O33686,L32871,41328,Closed-Lost,Michelle Shields,2022-08-22,2022-09-17,2022-09-22
O33687,L32873,1561,Closed-Lost,Jill Coffey,2022-08-24,2022-10-15,2022-10-26
O33688,L32874,8972,Closed-Lost,Nancy Rivera,2022-08-25,2022-09-29,2022-09-24
O33689,L32875,73333,Closed-Lost,Howard Russell,2022-08-28,2022-11-14,2022-11-15
O33690,L32877,68514,Closed-Lost,Blake Smith,2022-08-21,2022-10-21,2022-10-22
O33691,L32878,6956,Closed-Won,Mary Davila,2022-08-23,2022-11-02,2022-10-24
O33692,L32879,23616,Closed-Lost,Tiffany Davis,2022-08-25,2022-11-01,2022-11-27
O33693,L32882,7228,Closed-Won,Jimmy Potts,2022-08-19,2022-10-22,2022-10-29
O33694,L32883,3677,Closed-Won,John Harris,2022-09-02,2022-10-04,2022-10-22
O33695,L32884,26799,Closed-Lost,Gary Watson,2022-09-07,2022-11-28,2022-12-14
O33696,L32885,14130,Closed-Lost,Corey Ramirez,2022-09-05,2022-10-21,2022-10-23
O33697,L32886,48785,Closed-Lost,Jerry Lamb,2022-09-03,2022-10-10,2022-10-23
O33698,L32887,12828,Closed-Lost,Sharon Cox,2022-08-27,2022-10-14,2022-11-06
O33699,L32888,2240,Closed-Lost,Janet Murphy,2022-08-23,2022-11-17,2022-11-29
O33700,L32892,46393,Closed-Won,David Stein,2022-08-26,2022-09-17,2022-09-13
O33701,L32893,22625,Closed-Won,Cynthia Meza,2022-08-30,2022-10-02,2022-10-12
O33702,L32896,9008,Closed-Won,Tina King,2022-08-24,2022-09-19,2022-10-08
O33703,L32897,135516,Closed-Lost,Michael Rivera,2022-09-05,2022-12-03,2022-12-27
O33704,L32898,15455,Closed-Lost,Kirsten Hawkins,2022-08-20,2022-09-12,2022-09-24
O33705,L32899,13951,Closed-Lost,Ronald Bailey,2022-08-27,2022-11-17,2022-11-25
O33706,L32904,28313,Closed-Lost,Mark Romero,2022-08-31,2022-11-24,2022-12-14
O33707,L32905,29787,Closed-Won,Charles May,2022-08-22,2022-10-29,2022-11-10
O33708,L32906,5613,Closed-Lost,William Owens,2022-09-02,2022-11-02,2022-11-30
O33709,L32908,37151,Closed-Won,Marissa Miller,2022-08-27,2022-09-16,2022-09-06
O33710,L32909,7050,Closed-Lost,Michael Powers,2022-09-05,2022-11-01,2022-11-14
O33711,L32910,55746,Closed-Won,Cynthia Davis,2022-08-23,2022-11-02,2022-11-17
O33712,L32911,25033,Closed-Won,Timothy Huffman,2022-09-08,2022-09-30,2022-09-27
O33713,L32912,8984,Closed-Lost,Jeffrey Johnson,2022-09-11,2022-10-26,2022-10-21
O33714,L32914,4383,Closed-Lost,Richard Armstrong,2022-09-05,2022-10-13,2022-10-17
O33715,L32915,30133,Closed-Lost,Sandra Anderson,2022-09-03,2022-11-01,2022-11-09
O33716,L32918,1931,Closed-Lost,Paul Munoz DDS,2022-08-26,2022-10-26,2022-11-24
O33717,L32919,7821,Closed-Lost,Jessica Perez,2022-09-05,2022-11-01,2022-11-28
O33718,L32922,776,Closed-Won,Travis Green,2022-08-24,2022-11-06,2022-11-02
O33719,L32925,4256,Closed-Lost,Angela Salazar,2022-08-31,2022-11-26,2022-12-17
O33720,L32927,4626,Closed-Lost,Brianna Madden,2022-09-08,2022-11-15,2022-12-07
O33721,L32928,80079,Closed-Won,Kylie Crawford,2022-08-29,2022-09-18,2022-09-26
O33722,L32929,21267,Closed-Lost,Manuel Williams,2022-09-08,2022-11-14,2022-12-06
O33723,L32930,484702,Closed-Lost,Holly Duncan,2022-09-06,2022-10-15,2022-10-25
O33724,L32932,7201,Closed-Lost,Jamie Yoder,2022-09-03,2022-10-23,2022-10-21
O33725,L32935,28234,Closed-Lost,Christy Perry,2022-08-31,2022-10-07,2022-11-03
O33726,L32936,1429,Closed-Lost,Andrew Davis,2022-08-30,2022-09-26,2022-10-20
O33727,L32942,18609,Closed-Lost,Michelle Gomez,2022-08-27,2022-10-17,2022-11-13
O33728,L32944,25519,Closed-Lost,Maria Frazier,2022-09-12,2022-11-25,2022-12-04
O33729,L32945,13702,Closed-Lost,Daniel Hayes,2022-09-11,2022-11-29,2022-12-08
O33730,L32947,1856,Closed-Won,Cassandra Aguilar,2022-09-05,2022-10-17,2022-10-21
O33731,L32950,8341,Closed-Lost,Jonathan Miles,2022-08-31,2022-11-24,2022-12-13
O33732,L32951,6421,Closed-Lost,Olivia Freeman,2022-08-31,2022-11-05,2022-11-17
O33733,L32955,1345,Closed-Lost,Christine Williams,2022-09-13,2022-12-04,2022-12-25
O33734,L32957,8066,Closed-Lost,Jacob Adams,2022-08-27,2022-10-30,2022-10-25
O33735,L32958,124683,Closed-Lost,Nicole Summers,2022-08-31,2022-11-16,2022-11-23
O33736,L32960,19730,Closed-Lost,Erica Jones,2022-09-13,2022-11-01,2022-11-19
O33737,L32961,89644,Closed-Lost,Zachary Buchanan,2022-09-13,2022-12-11,2022-12-16
O33738,L32964,33999,Closed-Lost,Justin Dunlap,2022-09-11,2022-10-12,2022-10-08
O33739,L32965,8175,Closed-Lost,Brandon Garcia,2022-09-06,2022-11-11,2022-11-14
O33740,L32967,20933,Closed-Won,Shawn Farmer,2022-09-13,2022-12-11,2022-12-01
O33741,L32969,77748,Closed-Lost,Ms. Sarah Miller,2022-09-15,2022-10-18,2022-10-28
O33742,L32971,9170,Closed-Lost,Amber Graham,2022-09-07,2022-10-10,2022-10-24
O33743,L32976,10338,Closed-Lost,Rita Taylor,2022-09-01,2022-10-04,2022-11-02
O33744,L32977,8985,Closed-Lost,Sarah Mcintyre,2022-09-10,2022-10-23,2022-11-09
O33745,L32978,4829,Closed-Won,Shannon Lopez,2022-08-29,2022-11-12,2022-11-07
O33746,L32981,8416,Closed-Won,Kim Jenkins,2022-09-02,2022-10-25,2022-10-24
O33747,L32982,1770,Closed-Lost,Olivia King,2022-09-15,2022-11-02,2022-12-02
O33748,L32983,24371,Closed-Lost,Sheila Arias,2022-09-05,2022-10-17,2022-11-06
O33749,L32984,2671,Closed-Lost,Tracy Nolan,2022-08-28,2022-11-16,2022-11-28
O33750,L32987,17314,Closed-Lost,Chase Cooley,2022-08-28,2022-10-13,2022-10-18
O33751,L32988,7327,Closed-Lost,Monique Young,2022-09-10,2022-10-21,2022-10-22
O33752,L32989,22870,Closed-Lost,Jason Berger,2022-09-07,2022-11-10,2022-11-19
O33753,L32992,27747,Closed-Lost,Tanner Sanders,2022-09-14,2022-12-04,2022-12-10
O33754,L32993,20722,Closed-Lost,Jeremiah Lindsey,2022-09-11,2022-11-10,2022-11-09
O33755,L32994,16265,Closed-Lost,Angela Myers,2022-09-06,2022-10-02,2022-10-28
O33756,L32996,9049,Closed-Won,Lauren Day,2022-09-02,2022-11-03,2022-10-29
O33757,L32997,84137,Closed-Lost,Clarence Watkins,2022-09-18,2022-12-06,2023-01-05
O33758,L32998,2595,Closed-Won,Laura Lynch,2022-09-08,2022-11-12,2022-11-02
O33759,L32999,37167,Closed-Won,Brian Harmon,2022-09-13,2022-10-26,2022-11-04
O33760,L33004,523,Closed-Lost,Kimberly Sutton,2022-09-10,2022-11-23,2022-11-20
O33761,L33006,44518,Closed-Lost,Martha Hill,2022-09-06,2022-10-27,2022-10-25
O33762,L33010,202247,Closed-Lost,Mrs. Sarah Galvan DVM,2022-09-15,2022-11-19,2022-12-12
O33763,L33011,11576,Closed-Lost,Christopher Trujillo,2022-09-17,2022-11-03,2022-11-19
O33764,L33016,37097,Closed-Lost,Lisa Shannon,2022-08-31,2022-11-08,2022-11-12
O33765,L33017,5860,Closed-Lost,Thomas Lopez,2022-09-12,2022-11-05,2022-11-26
O33766,L33022,1888,Closed-Lost,Harry Robinson,2022-09-19,2022-10-15,2022-11-06
O33767,L33024,2602,Closed-Lost,Kendra Rose,2022-09-03,2022-10-20,2022-11-14
O33768,L33025,25439,Closed-Lost,Wesley Cooper,2022-09-03,2022-10-03,2022-10-01
O33769,L33026,11460,Closed-Lost,Holly Terry,2022-09-06,2022-10-18,2022-11-07
O33770,L33027,1909,Closed-Lost,Benjamin Williams,2022-09-13,2022-11-24,2022-12-15
O33771,L33031,5222,Closed-Lost,Allen Miller,2022-09-20,2022-10-13,2022-10-08
O33772,L33034,9022,Closed-Won,Bradley Noble,2022-09-09,2022-10-13,2022-10-29
O33773,L33035,18295,Closed-Lost,Tony Lowe,2022-09-14,2022-11-10,2022-12-06
O33774,L33036,37710,Closed-Lost,Kyle Gordon,2022-09-15,2022-11-03,2022-11-29
O33775,L33037,48154,Closed-Won,Matthew Larson,2022-09-11,2022-11-20,2022-12-04
O33776,L33038,2177,Closed-Won,Joseph Foster,2022-09-21,2022-11-22,2022-11-25
O33777,L33040,20691,Closed-Lost,Katie Cummings DVM,2022-09-08,2022-11-05,2022-11-11
O33778,L33042,4437,Closed-Lost,Kevin Weaver,2022-09-20,2022-10-27,2022-11-15
O33779,L33043,18954,Closed-Lost,Allison Adams,2022-09-03,2022-10-23,2022-10-27
O33780,L33045,58947,Closed-Lost,Lisa Mitchell,2022-09-18,2022-12-16,2023-01-10
O33781,L33046,7598,Closed-Lost,Sara Taylor,2022-09-11,2022-10-24,2022-11-16
O33782,L33047,49575,Closed-Lost,Breanna Spencer,2022-09-20,2022-12-02,2022-12-08
O33783,L33048,2795,Closed-Lost,Troy Ruiz,2022-09-02,2022-11-10,2022-11-11
O33784,L33049,24357,Closed-Won,Matthew Coffey,2022-09-18,2022-12-10,2022-12-26
O33785,L33050,7986,Closed-Lost,Don Andrade,2022-09-12,2022-11-12,2022-12-09
O33786,L33051,5659,Closed-Lost,Jo Turner,2022-09-20,2022-11-28,2022-12-26
O33787,L33054,18441,Closed-Lost,Anne Ramsey,2022-09-15,2022-10-08,2022-10-12
O33788,L33056,29547,Closed-Lost,Tristan Greene,2022-09-13,2022-11-29,2022-12-16
O33789,L33058,25191,Closed-Lost,William Carlson,2022-09-11,2022-11-11,2022-11-12
O33790,L33064,9334,Closed-Lost,Jennifer Wilson,2022-09-22,2022-10-21,2022-11-09
O33791,L33065,46455,Closed-Lost,Marilyn Molina,2022-09-05,2022-10-02,2022-10-17
O33792,L33066,9370,Closed-Lost,Brian Fowler,2022-09-12,2022-11-30,2022-12-10
O33793,L33068,28487,Closed-Lost,Scott Hawkins,2022-09-16,2022-11-17,2022-11-26
O33794,L33072,12187,Closed-Won,Thomas Johnson MD,2022-09-04,2022-10-03,2022-09-23
O33795,L33074,113803,Closed-Lost,Mindy Daniel,2022-09-19,2022-11-11,2022-12-01
O33796,L33076,828,Closed-Lost,Ethan Cantrell,2022-09-15,2022-11-15,2022-12-06
O33797,L33082,3336,Closed-Lost,Robert Mcpherson,2022-09-08,2022-10-13,2022-11-11
O33798,L33085,22599,Closed-Lost,Jordan Forbes,2022-09-12,2022-11-14,2022-11-15
O33799,L33087,232182,Closed-Lost,Steve Gilbert,2022-09-20,2022-12-14,2022-12-17
O33800,L33088,218873,Closed-Lost,Michael Hayden,2022-09-22,2022-10-31,2022-11-01
O33801,L33089,5695,Closed-Lost,Christopher Martinez,2022-09-06,2022-10-14,2022-10-31
O33802,L33091,25031,Closed-Lost,Kevin Walker,2022-09-23,2022-11-18,2022-11-27
O33803,L33098,2901,Closed-Lost,Jacob Kim,2022-09-14,2022-10-06,2022-10-06
O33804,L33099,25900,Closed-Lost,Miranda Mcneil,2022-09-24,2022-10-15,2022-10-21
O33805,L33100,25964,Closed-Lost,Jessica Harris,2022-09-15,2022-11-18,2022-11-20
O33806,L33101,17039,Closed-Won,Carol Brown,2022-09-24,2022-12-04,2022-12-21
O33807,L33103,3056,Closed-Lost,Kyle Brewer,2022-09-16,2022-12-05,2022-12-15
O33808,L33104,27473,Closed-Lost,Sarah Martin,2022-09-26,2022-11-02,2022-11-01
O33809,L33105,48594,Closed-Lost,James Norman,2022-09-25,2022-11-10,2022-11-21
O33810,L33107,361876,Closed-Lost,Keith Hansen,2022-09-18,2022-11-01,2022-11-03
O33811,L33112,49272,Closed-Lost,Katherine Moreno,2022-09-22,2022-10-17,2022-10-27
O33812,L33114,7387,Closed-Lost,Dustin Rice,2022-09-14,2022-10-27,2022-11-24
O33813,L33115,50823,Closed-Won,Bradley Davis,2022-09-13,2022-11-01,2022-11-02
O33814,L33116,10442,Closed-Lost,Matthew Wise,2022-09-24,2022-11-07,2022-11-23
O33815,L33117,20854,Closed-Lost,Julie Marks,2022-09-23,2022-11-06,2022-11-07
O33816,L33118,27355,Closed-Lost,Elizabeth Reyes,2022-09-08,2022-09-30,2022-09-30
O33817,L33119,12676,Closed-Lost,Ashley Rodriguez,2022-09-10,2022-11-08,2022-11-23
O33818,L33120,25887,Closed-Won,Ashley Olson,2022-09-22,2022-10-27,2022-11-02
O33819,L33121,9621,Closed-Lost,David Chavez,2022-09-25,2022-10-26,2022-10-22
O33820,L33126,7324,Closed-Lost,Elizabeth Hester,2022-09-19,2022-12-17,2022-12-27
O33821,L33127,40131,Closed-Lost,Michael Figueroa,2022-09-26,2022-12-11,2022-12-10
O33822,L33128,28818,Closed-Lost,Paul White,2022-09-17,2022-11-03,2022-11-06
O33823,L33129,17289,Closed-Lost,Cassandra Bryant,2022-09-26,2022-10-27,2022-10-31
O33824,L33131,4871,Closed-Lost,Kevin Owens,2022-09-27,2022-10-31,2022-11-06
O33825,L33135,9054,Closed-Lost,Sandra Perez,2022-09-28,2022-12-02,2022-12-07
O33826,L33136,17231,Closed-Won,Dawn Alvarez,2022-09-25,2022-12-05,2022-12-16
O33827,L33137,20735,Closed-Lost,Kelly Smith,2022-09-23,2022-10-13,2022-11-05
O33828,L33138,23724,Closed-Lost,Lisa Johnson,2022-09-14,2022-11-19,2022-11-25
O33829,L33139,47152,Closed-Lost,Daniel Robertson,2022-09-20,2022-11-24,2022-12-04
O33830,L33140,4642,Closed-Lost,Debra Henderson,2022-09-24,2022-10-31,2022-11-17
O33831,L33141,26736,Closed-Lost,Kayla Hobbs,2022-09-10,2022-11-02,2022-10-28
O33832,L33145,17613,Closed-Lost,Valerie Moss,2022-09-15,2022-11-12,2022-11-21
O33833,L33150,45161,Closed-Lost,Lisa Daniel,2022-09-18,2022-11-08,2022-11-10
O33834,L33154,7820,Closed-Lost,Jesus Thomas,2022-09-19,2022-10-22,2022-11-13
O33835,L33155,15874,Closed-Won,Nicholas Goodwin,2022-09-24,2022-10-17,2022-10-10
O33836,L33158,24874,Closed-Lost,Paul Sims,2022-09-27,2022-11-30,2022-12-03
O33837,L33159,1960,Closed-Lost,Keith Sherman,2022-10-02,2022-12-12,2022-12-20
O33838,L33160,16578,Closed-Lost,Nathan Freeman,2022-09-21,2022-11-08,2022-12-07
O33839,L33161,1001383,Closed-Lost,Debbie Knox,2022-09-30,2022-12-24,2022-12-26
O33840,L33163,4689,Closed-Won,Miss Kristi White,2022-09-29,2022-12-01,2022-12-20
O33841,L33164,26222,Closed-Won,Samantha Mata,2022-10-02,2022-11-06,2022-11-16
O33842,L33165,60487,Closed-Lost,Emily Walsh,2022-09-20,2022-11-24,2022-12-16
O33843,L33166,8609,Closed-Lost,Marcus Kelly,2022-09-30,2022-10-25,2022-11-15
O33844,L33167,21521,Closed-Won,Daniel Brown,2022-09-25,2022-11-08,2022-11-21
O33845,L33169,7895,Closed-Lost,Amy Hebert,2022-09-30,2022-11-02,2022-11-24
O33846,L33170,38043,Closed-Won,Rachel Ware,2022-09-25,2022-11-03,2022-11-21
O33847,L33171,25204,Closed-Lost,Derek Yates,2022-09-14,2022-10-05,2022-10-02
O33848,L33172,3252,Closed-Lost,Jacob Hicks PhD,2022-09-28,2022-10-19,2022-11-05
O33849,L33173,29693,Closed-Won,Erika Kane,2022-09-28,2022-11-17,2022-11-27
O33850,L33174,23648,Closed-Lost,Courtney Barnes,2022-09-14,2022-11-11,2022-12-03
O33851,L33175,9047,Closed-Lost,John Moore,2022-10-02,2022-12-10,2022-12-28
O33852,L33176,27976,Closed-Lost,Kim Miller,2022-09-18,2022-11-16,2022-11-14
O33853,L33177,18106,Closed-Won,Lori Larson,2022-10-01,2022-10-23,2022-11-02
O33854,L33178,494,Closed-Won,Mr. Jay Marshall,2022-09-17,2022-11-10,2022-11-29
O33855,L33179,80099,Closed-Lost,Laura Meza,2022-09-20,2022-11-21,2022-12-11
O33856,L33180,44463,Closed-Won,Timothy Wilson,2022-09-19,2022-10-09,2022-10-11
O33857,L33181,4513,Closed-Lost,Margaret Wolf,2022-09-30,2022-11-16,2022-12-10
O33858,L33183,34033,Closed-Won,Gina Francis,2022-09-18,2022-12-12,2022-12-27
O33859,L33185,14540,Closed-Lost,Keith Delgado,2022-09-26,2022-12-13,2022-12-13
O33860,L33186,498518,Closed-Lost,John Boyd,2022-09-28,2022-11-02,2022-11-12
O33861,L33187,16665,Closed-Lost,Amy Lam,2022-09-15,2022-11-26,2022-12-06
O33862,L33188,20391,Closed-Lost,Greg Thompson,2022-09-30,2022-11-18,2022-12-02
O33863,L33189,9468,Closed-Lost,Alec Bruce,2022-09-18,2022-10-17,2022-11-07
O33864,L33190,21684,Closed-Lost,Andre Gibson,2022-09-20,2022-12-14,2022-12-28
O33865,L33192,3971,Closed-Lost,Deborah Richards,2022-09-18,2022-11-14,2022-12-06
O33866,L33194,2182,Closed-Lost,Timothy Allen,2022-09-25,2022-11-17,2022-12-07
O33867,L33195,1306,Closed-Lost,Erik Morgan,2022-09-15,2022-12-04,2022-12-26
O33868,L33197,2470,Closed-Lost,James Odonnell,2022-09-15,2022-11-10,2022-11-22
O33869,L33198,587,Closed-Lost,John Skinner Jr.,2022-09-26,2022-12-16,2023-01-01
O33870,L33199,2840,Closed-Lost,Michelle Sanchez,2022-09-30,2022-12-13,2022-12-21
O33871,L33200,65361,Closed-Lost,Teresa Clark,2022-09-17,2022-12-07,2022-12-10
O33872,L33201,15587,Closed-Won,Richard Watkins,2022-09-16,2022-10-20,2022-11-07
O33873,L33203,11814,Closed-Lost,Nicholas Petersen,2022-09-19,2022-10-29,2022-11-15
O33874,L33204,1558,Closed-Lost,Kristie Farrell,2022-09-26,2022-10-31,2022-11-13
O33875,L33205,7848,Closed-Lost,Jonathan Johnson,2022-09-21,2022-10-22,2022-11-04
O33876,L33208,18966,Closed-Lost,Kristen Long,2022-09-29,2022-12-20,2023-01-14
O33877,L33209,5638,Closed-Lost,Jacqueline Sanders,2022-10-02,2022-10-29,2022-11-07
O33878,L33210,3907,Closed-Lost,Nancy Mason,2022-10-03,2022-11-27,2022-12-26
O33879,L33214,16491,Closed-Lost,James Meyers,2022-09-22,2022-11-23,2022-12-01
O33880,L33215,7995,Closed-Lost,Stephen Duncan,2022-10-02,2022-12-04,2022-12-11
O33881,L33218,37343,Closed-Won,Benjamin Goodwin,2022-09-22,2022-12-14,2022-12-19
O33882,L33219,15796,Closed-Won,Rebecca Price,2022-10-01,2022-11-11,2022-11-23
O33883,L33220,401,Closed-Lost,Jason Gray,2022-10-06,2022-11-30,2022-12-12
O33884,L33223,53148,Closed-Lost,Rachael Gonzalez,2022-09-18,2022-10-16,2022-10-30
O33885,L33224,4456,Closed-Lost,John Williams,2022-09-22,2022-11-18,2022-11-23
O33886,L33226,40966,Closed-Won,Ms. Whitney Wright,2022-09-20,2022-10-26,2022-10-27
O33887,L33227,7995,Closed-Lost,Heather Walsh,2022-09-19,2022-10-24,2022-11-06
O33888,L33230,1014,Closed-Lost,Donna Shepard,2022-09-30,2022-12-08,2022-12-12
O33889,L33231,18716,Closed-Won,Mary Newman,2022-09-23,2022-10-13,2022-10-13
O33890,L33232,165842,Closed-Lost,Samantha Stuart,2022-09-20,2022-11-01,2022-11-02
O33891,L33235,2868,Closed-Lost,Lori Bell,2022-09-27,2022-12-14,2022-12-23
O33892,L33236,11428,Closed-Lost,Elizabeth Gutierrez,2022-10-05,2022-11-10,2022-12-06
O33893,L33238,10467,Closed-Lost,Kenneth Robbins,2022-09-26,2022-10-21,2022-10-21
O33894,L33239,8159,Closed-Lost,Mary Mitchell,2022-09-21,2022-10-26,2022-10-23
O33895,L33240,20579,Closed-Lost,Brendan Simon,2022-10-06,2023-01-02,2022-12-28
O33896,L33241,110670,Closed-Lost,Christopher Pearson,2022-10-06,2022-12-08,2022-12-28
O33897,L33243,25759,Closed-Lost,Elizabeth Rodriguez,2022-09-25,2022-12-21,2022-12-19
O33898,L33245,26041,Closed-Won,Antonio Flores,2022-10-09,2022-12-22,2022-12-21
O33899,L33246,5903,Closed-Lost,David Mckenzie,2022-10-03,2022-10-24,2022-11-22
